,id,school_name,sex,age,address,family_size,parent_status,mother_education,father_education,mother_job,father_job,reason,guardian,travel_time,study_time,class_failures,extra_edu_support,family_edu_support,paid_tutors,extra_curic,nursery_school,higher_edu_interest,internet_access,romantic_rel_interest,qual_family_rel,free_time,go_out,work_alc_consum,weekend_alc_consum,health_status,num_absences,term_1_grade,term_2_grade,final_grade
373,373,Mousinho da Silveira,Female,17,Rural,>3,Together,Primary (4th grade),5-9th grade,other,other,course,mother,<=15 min,<2 hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5
374,374,Mousinho da Silveira,Female,18,Rural,<=3,Together,Higher education,Higher education,other,other,reputation,mother,15 to 30 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19
375,375,Mousinho da Silveira,Female,18,Rural,>3,Together,Primary (4th grade),Primary (4th grade),other,other,home,mother,>1 hour,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10
376,376,Mousinho da Silveira,Female,20,Urban,>3,Together,Higher education,5-9th grade,health,other,course,other,15 to 30 min,5 to 10 hours,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15
377,377,Mousinho da Silveira,Female,18,Rural,<=3,Together,Higher education,Higher education,teacher,services,course,mother,<=15 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10
378,378,Mousinho da Silveira,Female,18,Urban,>3,Together,Secondary education,Secondary education,other,other,home,mother,<=15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15
379,379,Mousinho da Silveira,Female,17,Rural,>3,Together,Secondary education,Primary (4th grade),at_home,other,reputation,mother,<=15 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10
380,380,Mousinho da Silveira,Male,18,Urban,>3,Together,Higher education,Higher education,teacher,teacher,home,father,<=15 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14
381,381,Mousinho da Silveira,Male,18,Rural,>3,Together,5-9th grade,Primary (4th grade),other,other,other,mother,15 to 30 min,<2 hours,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7
382,382,Mousinho da Silveira,Male,17,Urban,>3,Together,5-9th grade,Secondary education,other,services,home,father,15 to 30 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10
383,383,Mousinho da Silveira,Male,19,Rural,>3,Together,Primary (4th grade),Primary (4th grade),other,services,other,mother,15 to 30 min,<2 hours,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0
384,384,Mousinho da Silveira,Male,18,Rural,>3,Together,Higher education,5-9th grade,other,other,home,father,15 to 30 min,<2 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5
385,385,Mousinho da Silveira,Female,18,Rural,>3,Together,5-9th grade,5-9th grade,at_home,other,other,mother,15 to 30 min,5 to 10 hours,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10
386,386,Mousinho da Silveira,Female,18,Rural,>3,Together,Higher education,Higher education,teacher,at_home,reputation,mother,30 min. to 1 hour,<2 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6
387,387,Mousinho da Silveira,Female,19,Rural,>3,Together,5-9th grade,Secondary education,services,other,course,mother,<=15 min,5 to 10 hours,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0
388,388,Mousinho da Silveira,Female,18,Urban,<=3,Together,Secondary education,Primary (4th grade),teacher,services,course,mother,<=15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8
389,389,Mousinho da Silveira,Female,18,Urban,>3,Together,Primary (4th grade),Primary (4th grade),other,other,course,mother,15 to 30 min,2 to 5 hours,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0
390,390,Mousinho da Silveira,Male,20,Urban,<=3,Apart,5-9th grade,5-9th grade,services,services,course,other,<=15 min,2 to 5 hours,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9
391,391,Mousinho da Silveira,Male,17,Urban,<=3,Together,Secondary education,Primary (4th grade),services,services,course,mother,15 to 30 min,<2 hours,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16
392,392,Mousinho da Silveira,Male,21,Rural,>3,Together,Primary (4th grade),Primary (4th grade),other,other,course,other,<=15 min,<2 hours,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7
393,393,Mousinho da Silveira,Male,18,Rural,<=3,Together,Secondary education,5-9th grade,services,other,course,mother,30 min. to 1 hour,<2 hours,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10
394,394,Mousinho da Silveira,Male,19,Urban,<=3,Together,Primary (4th grade),Primary (4th grade),other,at_home,course,father,<=15 min,<2 hours,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9
